,東京都,×,一般小売店［家電］（経営者）,・現状が悪いので、これ以上悪くなると困るのだが、実際に商品等の話も出てこないし、新製品の話もないので、良くはならない(東京都)。,,
,,×,一般小売店［食料雑貨］（経営者）,・店舗過剰と駅前の交通事情の悪さにより、先行きは悪くなる。,,
,,×,衣料品専門店（店長）,・明らかにデフレ症状がみられ、値下げ競争に陥っている。,,
,東京都,×,観光名所（職員）,・観光地だが、２～３か月後になると閑散期に入り、ほとんど旅行客もなく、人の流れが少なくなるため、悪くなる(東京都)。,,
,,×,その他サービス［立体駐車場］（経営者）,・駐車場の契約をしている大型商業施設が閉店するため、先行きは悪くなる。,,
,,×,住宅販売会社（経営者）,・大企業の景気はすでに回復しているようだが、70％の中小企業の景気は相変わらず良くない状態が続いている。国が中小企業に対する景気対策を行わないと、景気がますます悪化していく。,,
,,×,住宅販売会社（従業員）,・今月は非常に良かったが、このような好景気が今後２～３か月も続くわけがないため、先行きの景気は悪くなる。住宅ストック循環支援事業のスタートにより、客に動きが出るものとみている。,,
"企業
動向
関連

(南関東)",,◎,－,－,,
,,○,食料品製造業（経営者）,・客の買い控えは続くと思われるが、新商品を投入し売上を伸ばしていきたい。,,
,,○,食料品製造業（営業統括）,・徐々にではあるが、販売量が増えてきている。,,
,東京都,○,出版・印刷・同関連産業（営業担当）,・店売のみならず、インターネットで印鑑リフォームという、印鑑の彫直しの注文を受けている。これは祖父母が亡くなり不要等のもので、必要に迫られるようなものではないが、その需要が上向きになっている。８月の注文は10本だったが、11月はリフォームの注文本数だけで18本である。法人はやや上向きであり、個人の注文もやや上向きになっている(東京都)。,,
,,○,一般機械器具製造業（経営者）,・ここ最近、見積依頼がやや増えていることと、新商品が立ち上がる気配があるので、やや良くなってくると期待している。,,
,東京都,○,電気機械器具製造業（経営者）,・先行メーカーに負けない商品開発を心がけており、これから少しずつ追いかけていくつもりである(東京都)。,,
,,○,建設業（営業担当）,・優良企業は株価が上昇しているこの機会に設備投資を行い始めている。今後への期待とともに、先行きも良くなるのではないか。,,
,,○,輸送業（経営者）,・米国からのいわゆる景気風のようなものが伝わり、上向き傾向にあるのではないか。,,
,,○,金融業（支店長）,・米国の次期大統領に期待する投資家の声が多く、投資マインドは上がっている。,,
,東京都,○,金融業（営業担当）,・株価、最低賃金の上昇もあり、消費は増えていく。建設業も人件費、人手の問題もあるが、需要は今後も増加していく。当庫の融資も設備投資が増加し、企業の融資延滞も減少傾向、借入金利も低利であることから、景気はやや良くなる(東京都)。,,
,,○,金融業（役員）,・再開発事業や東京オリンピック関連需要は底堅い。数年先の受注まで確定しているケースもあり、一部で積極的な設備投資も見受けられる。,,
